Old UoM,New UoM 
pf,PF
litres,L
kg/cm2,Kg/Cm2
kwh ,Kwh
kvah,Kvah
litres,L
pf,PF
kwh,Kwh
kvah,Kvah
kwh ,Kwh
kvah,Kvah
pf,PF
litres,L
hours,Hr
hours,Hr
celsius,�C
litres,L
kwh ,Kwh
kvah,Kvah
pf,PF
ampere,A
hours,Hr
kw,Kw
ampere,A
hz,Hz
celsius,�C
hours,Hr
hours,Hr
hours,Hr
litres,L
volts,V
volts,V
ampere,A
ampere,A
ampere,A
kwh ,Kwh
kvah,Kvah
pf,PF
litres,L
litres,L
hours,Hr
hours,Hr
litres,L
litres,L
litres,L
litres,L
hours,Hr
hours,Hr
litres,L
litres,L
kwh ,Kwh
kvah,Kvah
pf,PF
kwh,Kwh
kvah,Kvah
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
volts,V
volts,V
volts,V
volt,V
volts,V
amp,A
amp,A
amp,A
volts,V
volts,V
volts,V
volts,V
volt,V
volts,V
amp,A
amp,A
amp,A
volts,V
amp,A
volts,V
volts,V
volts,V
volts,V
volt,V
volts,V
amp,A
amp,A
amp,A
volts,V
volts,V
volts,V
volts,V
volt,V
volts,V
amp,A
amp,A
amp,A
volts,V
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh,Kwh
kvah,Kvah
ampere,A
volts,V
ampere,A
volts,V
ampere,A
volt,V
volts,V
ampere,A
ampere,A
hours,Hr
ampere,A
ampere,A
volts,V
volts,V
volts,V
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
volts,V
volts,V
volts,V
volt,V
volts,V
amp,A
amp,A
amp,A
volts,V
kwh ,Kwh
kvah,Kvah
pf,PF
volt,V
volt,V
volt,V
volt,V
volt,V
volt,V
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
volt,V
volt,V
volt,V
volt,V
volt,V
volt,V
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
kwh ,Kwh
kvah,Kvah
pf,PF
volt,V
volt,V
volt,V
volt,V
volt,V
volt,V
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
ampere,A
hours,Hr
ampere,A
volts,V
ampere,A
kvah,Kvah
ampere,A
volts,V
ampere,A
kvah,Kvah
volt,V
volts,V
litres,L
ampere,A
ampere,A
hours,Hr
ampere,A
litres,L
ampere,A
ampere,A
volts,V
kwh,Kwh
kwh ,Kwh
volts,V
ampere,A
volts,V
hours,Hr
ampere,A
ampere,A
hz,Hz
hours,Hr
celsius,�C
hours,Hr
celsius,�C
hours,Hr
kg/cm2,Kg/Cm2
hours,Hr
litres,L
kvah,Kvah
volts,V
kw,Kw
volts,V
ampere,A
ampere,A
ampere,A
volts,V
ampere,A
volts,V
ampere,A
volt,V
volts,V
hours,Hr
hours,Hr
kwh ,Kwh
pf,PF
ampere,A
ampere,A
volts,V
volts,V
volts,V
litres,L
hours,Hr
kwh ,Kwh
litres,L
pf,PF
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
amps,A
volt,V
amps,A
volt,V
amps,A
amps,A
amps,A
amps,A
volt,V
volt,V
volt,V
volt,V
degree celsius,�C
degree celsius,�C
degree celsius,�C
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
amps,A
degree,�C
volt,V
degree,�C
volts,V
volts,V
volts,V
volts,V
amp,A
amp,A
amp,A
volts,V
ampere,A
volts,V
ampere,A
volts,V
ampere,A
volt,V
volts,V
ampere,A
ampere,A
hours,Hr
ampere,A
ampere,A
volts,V
volts,V
volts,V
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh,Kwh
kvah,Kvah
kwh ,Kwh
kvah,Kvah
pf,PF
hours,Hr
ampere,A
hours,Hr
hz,Hz
hours,Hr
celsius,�C
hours,Hr
celsius,�C
hours,Hr
amp,A
kvah,Kvah
ampere,A
ampere,A
ampere,A
hours,Hr
kg/cm2,Kg/Cm2
hours,Hr
litres,L
volts,V
kw,Kw
ampere,A
volts,V
litres,L
volts,V
ampere,A
volts,V
litres,L
ampere,A
volts,V
hours,Hr
ampere,A
litres,L
kvah,Kvah
litres,L
litres,L
volts,V
volts,V
hours,Hr
ampere,A
ampere,A
ampere,A
ampere,A
litres,L
hours,Hr
litres,L
litres,L
ampere,A
volts,V
ampere,A
volts,V
ampere,A
volt,V
hours,Hr
volts,V
volts,V
volts,V
ampere,A
volt,V
hours,Hr
hours,Hr
hours,Hr
hours,Hr
kw,Kw
volts,V
ampere,A
kwh ,Kwh
pf,PF
ampere,A
ampere,A
ampere,A
hours,Hr
litres,L
ampere,A
kwh ,Kwh
pf,PF
kwh ,Kwh
litres,L
volts,V
hours,Hr
celsius,�C
kw,Kw
ampere,A
ampere,A
kwh ,Kwh
ampere,A
ampere,A
celsius,�C
volts,V
kwh,Kwh
kvah,Kvah
volts,V
ampere,A
ampere,A
ampere,A
ampere,A
litres,L
hours,Hr
volts,V
volts,V
ampere,A
hours,Hr
volts,V
kwh ,Kwh
ampere,A
volts,V
ampere,A
volt,V
volts,V
ampere,A
volts,V
degree,�C
degree,�C
volts,V
volt,V
volts,V
volts,V
celsius,�C
pf,PF
litres,L
ampere,A
volts,V
hours,Hr
ampere,A
kvah,Kvah
volts,V
volts,V
kwh ,Kwh
litres,L
volts,V
hours,Hr
volts,V
ampere,A
volts,V
amp,A
amp,A
ampere,A
hz,Hz
kg/cm2,Kg/Cm2
ampere,A
volts,V
hours,Hr
kvah,Kvah
ampere,A
ampere,A
volts,V
volts,V
ampere,A
ampere,A
kwh ,Kwh
kg/cm2,Kg/Cm2
hours,Hr
ampere,A
pf,PF
kvah,Kvah
hours,Hr
ampere,A
ampere,A
hz,Hz
hours,Hr
volts,V
volts,V
ampere,A
volts,V
litres,L
kvah,Kvah
pf,PF
volts,V
pf,PF
ampere,A
ampere,A
ampere,A
volts,V
hours,Hr
ampere,A
kg/cm2,Kg/Cm2
ampere,A
hours,Hr
hours,Hr
celsius,�C
hours,Hr
ampere,A
hours,Hr
kvah,Kvah
volts,V
volt,V
hours,Hr
celsius,�C
kw,Kw
ampere,A
ampere,A
pf,PF
volts,V
hours,Hr
volts,V
ampere,A
ampere,A
ampere,A
kwh ,Kwh
pf,PF
celsius,�C
volts,V
volts,V
volt,V
hours,Hr
kwh ,Kwh
kvah,Kvah
pf,PF
kvah,Kvah
kvah,Kvah
litres,L
litres,L
kwh ,Kwh
volts,V
ampere,A
ampere,A
volts,V
ampere,A
volts,V
ampere,A
ampere,A
volts,V
volts,V
hours,Hr
hours,Hr
kvah,Kvah
hours,Hr
litres,L
kwh ,Kwh
ampere,A
ampere,A
volt,V
ampere,A
hours,Hr
ampere,A
kg/cm2,Kg/Cm2
litres,L
kvah,Kvah
hours,Hr
ampere,A
ampere,A
volt,V
ampere,A
ampere,A
hz,Hz
hours,Hr
ampere,A
kwh ,Kwh
kwh ,Kwh
litres,L
hours,Hr
hours,Hr
ampere,A
hz,Hz
hours,Hr
volts,V
ampere,A
ampere,A
litres,L
kvah,Kvah
volts,V
volts,V
pf,PF
ampere,A
volts,V
ampere,A
celsius,�C
hours,Hr
volts,V
hours,Hr
kw,Kw
ampere,A
kwh ,Kwh
pf,PF
volts,V
ampere,A
ampere,A
volts,V
volts,V
ampere,A
ampere,A
hours,Hr
volts,V
celsius,�C
ampere,A
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh,Kwh
kvah,Kvah
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
litres,L
litres,L
hours,Hr
hours,Hr
litres,L
litres,L
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh,Kwh
kvah,Kvah
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh,Kwh
kvah,Kvah
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh ,Kwh
kvah,Kvah
pf,PF
kwh,Kwh
kvah,Kvah
kwh ,Kwh
kvah,Kvah
pf,PF
ampere,A
volts,V
ampere,A
volts,V
ampere,A
celsius,�C
ampere,A
litres,L
volt,V
ampere,A
volts,V
ampere,A
ampere,A
hours,Hr
ampere,A
ampere,A
hours,Hr
kg/cm2,Kg/Cm2
ampere,A
volts,V
hz,Hz
hours,Hr
litres,L
litres,L
ampere,A
ampere,A
litres,L
volts,V
volts,V
volts,V
ampere,A
litres,L
litres,L
ampere,A
volts,V
volts,V
volts,V
volts,V
hours,Hr
ampere,A
volt,V
kw,Kw
hours,Hr
volts,V
volts,V
ampere,A
ampere,A
hours,Hr
ampere,A
ampere,A
volts,V
litres,L
volts,V
celsius,�C
kg/cm2,Kg/Cm2
hours,Hr
ampere,A
volts,V
volts,V
hours,Hr
hours,Hr
volts,V
hz,Hz
ampere,A
hours,Hr
ampere,A
ampere,A
ampere,A
ampere,A
hours,Hr
hours,Hr
celsius,�C
ampere,A
kg/cm2,Kg/Cm2
hours,Hr
hours,Hr
litres,L
volts,V
kw,Kw
ampere,A
volts,V
ampere,A
ampere,A
ampere,A
celsius,�C
ampere,A
volts,V
volts,V
ampere,A
celsius,�C
volts,V
ampere,A
pf,PF
ampere,A
ampere,A
ampere,A
litres,L
hours,Hr
hours,Hr
litres,L
volts,V
kvah,Kvah
hours,Hr
volts,V
ampere,A
hours,Hr
ampere,A
litres,L
volts,V
hours,Hr
volts,V
volts,V
hours,Hr
ampere,A
ampere,A
volt,V
hours,Hr
kw,Kw
volts,V
ampere,A
volts,V
ampere,A
hours,Hr
volts,V
kwh ,Kwh
hours,Hr
litres,L
volts,V
ampere,A
hours,Hr
litres,L
ampere,A
litres,L
litres,L
hours,Hr
volt,V
ampere,A
volts,V
volt,V
volts,V
ampere,A
celsius,�C
ampere,A
ampere,A
hours,Hr
ampere,A
volts,V
hours,Hr
ampere,A
hz,Hz
hours,Hr
hours,Hr
volts,V
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
kwh ,Kwh
